id,log_price
761,4.23694
762,6.19256
763,7.46828
764,8.8587
765,5.42465
766,8.8795
767,3.85956
768,2.97327
769,3.64711
770,7.56791
771,8.96626
772,5.24064
773,7.26326
774,2.24932
775,5.56686
776,4.91357
777,4.88444
778,2.6924
779,6.60503
780,7.04865
781,6.72691
782,7.68481
783,5.12401
784,8.6734
785,6.14091
786,8.93629
787,4.69139
788,7.30125
789,2.77125
790,1.7476
791,9.38352
792,4.33754
793,1.41129
794,6.56608
795,9.39935
796,7.92108
797,9.88522
798,9.41605
799,5.0998
800,3.10519
801,1.58715
802,3.44911
803,6.68937
804,9.19802
805,1.01537
806,8.35736
807,7.88018
808,7.21884
809,2.15089
810,1.4793
811,7.63079
812,6.77268
813,4.32908
814,4.10957
815,1.29379
816,9.94091
817,8.52978
818,9.76772
819,8.36234
820,5.12968
821,8.60648
822,2.78522
823,7.05227
824,3.13497
825,4.5323
826,8.84512
827,4.82456
828,9.04344
829,6.39603
830,3.64372
831,3.34321
832,1.03037
833,6.14888
834,8.54713
835,3.02247
836,5.31319
837,9.85506
838,4.54049
839,9.44602
840,8.43932
841,5.45151
842,6.71828
843,1.59025
844,5.64789
845,7.8394
846,3.0733
847,1.46338
848,1.26461
849,2.44284
850,3.1399
851,8.24862
852,5.13203
853,5.82003
854,3.81791
855,3.68945
856,5.98137
857,7.7121
858,2.62621
859,4.91185
860,6.79678
861,9.64084
862,3.42463
863,4.53578
864,6.12372
865,2.27708
866,6.50425
867,9.77012
868,3.46078
869,5.32523
870,2.05874
871,5.66254
872,9.74419
873,5.88139
874,2.92151
875,3.79682
876,6.63767
877,8.71321
878,5.08094
879,5.41108
880,8.2842
881,1.94764
882,9.56121
883,5.18289
884,3.98485
885,8.0069
886,3.30825
887,2.31793
888,3.3231
889,7.05278
890,1.90601
891,5.06178
892,3.12003
893,5.9111
894,2.24452
895,7.9657
896,9.31521
897,3.87423
898,4.19031
899,6.38277
900,7.64937
901,1.52446
902,7.073
903,8.32823
904,8.13269
905,4.94741
906,8.40493
907,5.92369
908,2.68053
909,3.57163
910,6.33462
911,5.97227
912,8.21951
913,7.43404
914,2.91754
915,4.57648
916,8.00267
917,5.12306
918,3.02527
919,9.43385
920,5.04168
921,3.77854
922,5.60132
923,3.70827
924,3.43345
925,6.95379
926,8.1571
927,4.67949
928,2.44846
929,5.28216
930,4.61441
931,4.9214
932,3.15888
933,7.92638
934,2.82005
935,1.34782
936,7.30102
937,7.68251
938,3.14883
939,2.56065
940,6.22478
941,9.27667
942,3.28585
943,5.86004
944,3.3794
945,7.67483
946,5.20387
947,4.41061
948,6.90527
949,5.78278
950,2.81034
951,4.74591
952,9.60844
953,8.21022
954,5.60898
955,6.94417
956,2.28134
957,4.71874
958,9.05335
959,2.69308
960,9.83729
961,8.633
962,7.17515
963,4.36262
964,1.8287
965,3.65215
966,7.66897
967,4.79459
968,8.22597
969,2.94217
970,8.41372
971,8.741
972,7.49977
973,2.83613
974,3.00602
975,1.57865
976,1.46171
977,7.65163
978,5.42365
979,7.8536
980,3.54472
981,4.1074
982,9.05233
983,9.97645
984,1.9158
985,8.01327
986,6.00534
987,1.04094
988,6.54895
989,3.51935
990,4.15507
991,9.72351
992,7.6841
993,1.4907
994,7.12878
995,1.11696
996,8.97574
997,6.37014
998,6.67739
999,1.14804
1000,1.75407
1001,5.73538
1002,4.43561
1003,8.36466
1004,3.55575
1005,4.59699
1006,2.07999
1007,5.52584
1008,9.59519
1009,3.39307
1010,8.11748
1011,2.47561
1012,8.97313
1013,5.6137
1014,2.13227
1015,8.04427
1016,8.98828
1017,2.30555
1018,2.05674
1019,3.2625
1020,5.63454
1021,9.55099
1022,8.74539
1023,3.92163
1024,1.33534
1025,6.36137
1026,6.17286
1027,3.17384
1028,6.43205
1029,9.83435
1030,2.29948
1031,3.83322
1032,8.6314
1033,2.43257
1034,2.15892
1035,2.5482
1036,7.92728
1037,2.14687
1038,1.82012
1039,6.64261
1040,7.90147
1041,7.80712
1042,4.89793
1043,9.2494
1044,2.35788
1045,4.97369
1046,4.32358
1047,5.91567
1048,2.73936
1049,2.32411
1050,9.85023
1051,3.71914
1052,5.49732
1053,9.24642
1054,3.72387
1055,4.29936
1056,6.0684
1057,1.61256
1058,1.21039
1059,6.69483
1060,4.33793
1061,1.71551
1062,3.57974
1063,7.24111
1064,7.83646
1065,5.54857
1066,2.98688
1067,8.55546
1068,2.86924
1069,7.81224
1070,2.37902
1071,9.41368
1072,7.96034
1073,5.51116
1074,4.90754
1075,6.15678
1076,6.95003
1077,6.02094
1078,7.26235
1079,1.78913
1080,4.75453
1081,7.78134
1082,4.94517
1083,9.73598
1084,5.80586
1085,3.79858
1086,9.02876
1087,4.79998
1088,5.91567
1089,6.77237
1090,8.70407
1091,2.88495
1092,8.8642
1093,6.16359
1094,4.298
1095,4.01721
1096,9.83603
1097,9.52372
1098,5.91043
1099,4.11732
1100,9.76491
1101,1.14707
1102,1.44033
1103,5.37946
1104,6.28292
1105,1.05893
1106,2.68745
1107,1.77584
1108,3.24822
1109,2.64589
1110,2.11855
1111,2.16513
1112,4.34253
1113,2.15864
1114,7.9608
1115,4.62505
1116,2.05143
1117,6.86215
1118,8.09366
1119,4.23688
1120,1.05521
1121,6.85151
1122,7.78591
1123,9.00362
1124,7.41836
1125,6.3716
1126,4.08776
1127,3.19451
1128,1.58387
1129,8.37373
1130,6.04273
1131,3.59107
1132,2.12185
1133,3.59525
1134,7.82005
1135,2.94212
1136,1.46892
1137,4.42043
1138,4.02229
1139,7.27336
1140,6.00401
1141,5.2544
1142,9.78467
1143,8.5971
1144,2.15337
1145,3.23555
1146,4.77428
1147,1.64371
1148,7.82328
1149,7.91356
1150,3.63182
1151,9.1482
1152,5.97236
1153,3.01252
1154,6.59345
1155,7.05312
1156,7.45794
1157,9.74209
1158,9.22279
1159,4.71949
1160,4.88643
1161,1.21107
1162,4.75749
1163,2.59434
1164,2.08151
1165,8.34261
1166,1.19632
1167,2.16152
1168,6.97928
1169,6.10467
1170,4.86126
1171,8.26824
1172,3.14314
1173,2.85958
1174,5.62315
1175,1.95988
1176,7.2017
1177,9.41511
1178,8.30282
1179,8.93088
1180,1.65656
1181,4.81631
1182,9.12646
1183,8.57227
1184,6.34413
1185,6.88976
1186,3.3941
1187,3.38709
1188,1.6004
1189,9.11737
1190,3.6009
1191,9.93251
1192,1.06145
1193,8.19211
1194,5.73221
1195,1.37819
1196,6.96871
1197,7.32212
1198,7.29655
1199,7.26338
1200,7.10349
1201,7.90822
1202,4.42095
1203,9.61941
1204,5.34515
1205,3.41038
1206,9.93563
1207,3.51569
1208,4.96673
1209,7.27964
1210,8.18325
1211,3.84984
1212,1.31741
1213,6.20247
1214,6.32788
1215,7.56608
1216,3.34886
1217,8.38652
1218,7.9654
1219,8.75486
1220,7.8041
1221,7.05805
1222,5.98707
1223,8.71706
1224,3.03366
1225,6.98509
1226,8.12898
1227,7.97261
1228,2.16655
1229,3.82474
1230,9.39479
1231,7.97114
1232,2.39217
1233,5.34951
1234,8.29736
1235,8.73571
1236,5.67988
1237,1.91302
1238,2.97416
1239,1.22
1240,2.49159
1241,1.55012
1242,7.30005
1243,7.30869
1244,4.98984
1245,8.92869
1246,2.31659
1247,2.74605
1248,6.50266
1249,5.75267
1250,2.09968
1251,9.16165
1252,6.59657
1253,6.47157
1254,4.35801
1255,6.45586
1256,1.64357
1257,3.71087
1258,6.7004
1259,6.38842
1260,5.73421
1261,1.47786
1262,3.89466
1263,9.86064
1264,9.48872
1265,8.38207
1266,1.57386
1267,1.66135
1268,2.91401
1269,8.44981
1270,2.83532
1271,3.02773
1272,3.34358
1273,7.59894
1274,5.74822
1275,8.74475
1276,1.68438
1277,1.46399
1278,8.61637
1279,1.9807
1280,7.43445
1281,6.44112
1282,2.86524
1283,3.34192
1284,7.65772
1285,1.19524
1286,9.601
1287,1.40438
1288,2.45498
1289,6.75956
1290,2.02942
1291,9.97908
1292,4.89698
1293,1.62058
1294,2.48519
1295,5.88033
1296,8.83266
1297,3.31342
1298,4.59441
1299,6.12071
1300,6.85621
1301,7.50946
1302,3.92279
1303,4.33574
1304,8.86243
1305,9.15476
1306,4.7566
1307,9.96895
1308,2.57658
1309,8.40962
1310,9.18031
1311,6.08197
1312,7.2273
1313,1.54088
1314,8.58372
1315,7.14847
1316,6.2058
1317,6.23109
1318,2.43941
1319,8.62571
1320,5.76212
1321,6.47125
1322,2.53074
1323,6.65315
1324,3.14519
1325,7.86135
1326,1.24857
1327,2.1198
1328,2.90021
1329,4.60853
1330,8.83615
1331,1.06122
1332,6.00345
1333,1.32405
1334,4.41657
1335,3.68347
1336,2.47727
1337,5.31401
1338,4.07639
1339,3.35679
1340,6.50517
1341,3.19913
1342,9.7481
1343,3.2454
1344,9.89695
1345,2.45235
1346,9.54913
1347,1.56461
1348,1.06682
1349,1.87736
1350,7.36459
1351,3.09385
1352,3.48066
1353,7.0599
1354,1.2655
1355,5.86237
1356,4.60305
1357,2.45222
1358,9.20562
1359,4.24339
1360,3.62206
1361,7.25054
1362,8.69927
1363,3.0523
1364,2.14449
1365,9.64028
1366,4.84696
1367,5.81492
1368,5.11246
1369,8.45157
1370,4.86037
1371,7.81356
1372,5.70481
1373,1.7172
1374,5.58397
1375,8.70039
1376,5.78005
1377,4.53512
1378,1.23077
1379,7.31165
1380,4.5334
1381,3.91009
1382,4.32793
1383,4.75932
1384,4.02186
1385,3.62518
1386,5.14449
1387,1.41964
1388,3.03185
1389,4.94318
1390,8.96296
1391,4.85318
1392,6.00304
1393,9.04233
1394,8.25241
1395,7.41067
1396,6.57511
1397,6.36294
1398,2.71475
1399,2.21625
1400,1.50111
1401,1.84436
1402,6.53483
1403,6.47632
1404,1.33557
1405,8.54499
1406,4.97376
1407,5.84595
1408,1.66171
1409,8.72635
1410,1.7206
1411,2.89901
1412,5.18647
1413,5.47884
1414,5.79901
1415,9.42438
1416,1.31476
1417,7.086
1418,4.86804
1419,8.31015
1420,7.00761
1421,8.31347
1422,8.77175
1423,8.02362
1424,2.1903
1425,5.83501
1426,7.95967
1427,7.96963
1428,9.34355
1429,4.74317
1430,1.08069
1431,7.54514
1432,3.50347
1433,6.90046
1434,1.44086
1435,4.19837
1436,6.69842
1437,2.13446
1438,3.85421
1439,2.30536
1440,9.01964
1441,7.96882
1442,6.74656
1443,5.67943
1444,9.79844
1445,3.32728
1446,7.34965
1447,1.7762
1448,6.59459
1449,2.75795
1450,1.08472
1451,9.18288
1452,3.51416
1453,9.91269
1454,7.11833
1455,7.0378
1456,7.06082
1457,9.93128
1458,3.02251
1459,9.88875
1460,3.89497
1461,1.84838
1462,9.30024
1463,1.8755
1464,5.27763
1465,8.50646
1466,3.48945
1467,7.48212
1468,6.77713
1469,7.21989
1470,2.35645
1471,7.32678
1472,8.55717
1473,2.27205
1474,9.64615
1475,9.56608
1476,3.86985
1477,9.59818
1478,9.446
1479,2.04896
1480,7.6963
1481,9.66206
1482,8.41246
1483,2.19435
1484,4.6712
1485,6.07605
1486,4.34257
1487,4.47218
1488,1.8677
1489,1.06393
1490,3.75535
1491,4.81129
1492,6.20922
1493,9.5982
1494,1.80519
1495,4.12421
1496,8.83095
1497,8.4312
1498,2.00754
1499,7.08218
1500,1.80454
1501,9.51121
1502,3.33973
1503,6.45515
1504,5.23528
1505,5.6075
1506,2.92588
1507,4.22899
1508,3.54141
1509,6.5415
1510,4.80096
1511,6.32452
1512,5.82995
1513,6.99395
1514,9.77971
1515,5.80168
1516,5.91808
1517,6.52642
1518,5.92689
1519,4.70164
1520,3.21403
1521,5.82766
1522,3.21445
1523,6.93515
1524,8.97703
1525,8.20111
1526,8.07776
1527,2.91893
1528,1.30258
1529,2.83373
1530,6.13186
1531,2.1236
1532,1.90159
1533,9.98063
1534,4.18915
1535,1.57235
1536,5.60354
1537,7.27689
1538,5.14232
1539,2.18231
1540,5.63354
1541,1.62181
1542,7.57378
1543,9.45141
1544,1.37732
1545,6.13462
1546,8.47775
1547,6.76505
1548,2.34182
1549,1.61344
1550,5.11732
1551,1.43435
1552,8.53137
1553,5.64676
1554,3.85088
1555,7.93813
1556,2.93078
1557,5.62443
1558,5.55546
1559,1.93609
1560,8.20836
1561,7.28763
1562,2.79094
1563,4.87767
1564,3.78387
1565,9.43613
1566,7.01039
1567,9.49905
1568,7.90055
1569,8.1246
1570,3.7918
1571,8.63842
1572,4.01299
1573,8.44281
1574,7.3885
1575,5.58621
1576,2.53304
1577,6.40781
1578,6.62058
1579,7.16999
1580,1.59693
1581,3.24615
1582,6.04854
1583,8.67229
1584,3.09251
1585,9.0732
1586,9.77646
1587,1.80044
1588,7.51651
1589,4.5775
1590,2.24108
1591,3.00268
1592,4.25242
1593,1.16125
1594,7.2511
1595,5.083
1596,4.1137
1597,8.80883
1598,9.69729
1599,5.12486
1600,3.79682
1601,6.42903
1602,4.64979
1603,9.02438
1604,3.59564
1605,2.15283
1606,1.13556
1607,2.53291
1608,1.85056
1609,9.19646
1610,7.1192
1611,6.22922
1612,9.50277
1613,6.56318
1614,7.355
1615,2.42676
1616,3.58831
1617,6.55686
1618,8.52346
1619,3.53899
1620,5.08308
1621,3.53872
1622,3.60367
1623,6.17381
1624,9.27123
1625,9.78527
1626,6.09206
1627,1.21755
1628,3.48739
1629,6.90139
1630,9.32329
1631,2.31473
1632,8.45695
1633,8.91524
1634,1.80809
1635,9.14334
1636,6.35833
1637,8.61548
1638,7.0631
1639,7.10829
1640,8.87341
1641,7.86672
1642,4.67897
1643,4.44223
1644,9.7183
1645,3.37558
1646,4.39071
1647,2.29553
1648,4.05199
1649,6.25772
1650,2.74456
1651,4.83273
1652,6.47848
1653,4.468
1654,7.79655
1655,5.63839
1656,3.92584
1657,7.52301
1658,5.98585
1659,5.0647
1660,2.44995
1661,9.88204
1662,2.56538
1663,4.46152
1664,6.27009
1665,9.39955
1666,3.7129
1667,2.0314
1668,7.36049
1669,9.5586
1670,5.06763
1671,9.98207
1672,3.8975
1673,8.92526
1674,1.01302
1675,7.11617
1676,8.96674
1677,3.51939
1678,8.62969
1679,6.39506
1680,3.88174
1681,1.38734
1682,6.95469
1683,4.37833
1684,5.89321
1685,2.78764
1686,1.17417
1687,1.87172
1688,6.76826
1689,2.14697
1690,3.67787
1691,6.32739
1692,3.45727
1693,5.25471
1694,4.71248
1695,7.99557
1696,4.63067
1697,3.5475
1698,9.87374
1699,2.55528
1700,6.763
1701,6.61337
1702,4.14631
1703,7.69292
1704,7.78384
1705,5.28726
1706,3.90757
1707,2.01926
1708,8.82913
1709,9.85461
1710,3.52412
1711,3.88095
1712,6.81208
1713,8.00944
1714,8.60809
1715,7.91088
1716,7.12374
1717,6.59798
1718,1.12985
1719,5.40772
1720,7.37688
1721,3.72454
1722,3.22215
1723,4.71517
1724,5.89855
1725,1.09922
1726,7.76413
1727,7.37787
1728,3.02307
1729,3.23732
1730,2.57038
1731,4.70646
1732,9.63869
1733,4.51563
1734,9.33374
1735,2.63126
1736,3.15438
1737,5.56241
1738,2.35967
1739,2.01985
1740,7.03008
1741,4.08153
1742,7.28892
1743,3.04522
1744,3.69829
1745,9.03555
1746,6.21687
1747,2.10355
1748,4.78595
1749,1.90067
1750,1.59613
1751,6.07745
1752,2.00567
1753,2.92931
1754,1.65338
1755,2.00149
1756,5.03584
1757,2.49094
1758,3.82957
1759,4.91646
1760,2.74703
1761,2.21397
1762,2.33023
1763,9.47144
1764,4.13837
1765,5.1005
1766,7.7765
1767,8.08457
1768,7.26151
1769,9.02751
1770,5.79392
1771,2.49395
1772,6.51002
1773,5.0717
1774,8.46641
1775,3.18665
1776,7.094
1777,1.09066
1778,4.44756
1779,4.1149
1780,1.84927
1781,8.38785
1782,8.44182
1783,3.25348
1784,7.40413
1785,9.11877
1786,6.22077
1787,4.31888
1788,7.14071
1789,4.5593
1790,6.14305
1791,6.95251
1792,3.636
1793,6.96073
1794,5.57073
1795,6.33798
1796,3.60101
1797,7.71235
1798,2.34381
1799,5.32714
1800,5.78547
1801,1.07372
1802,8.17541
1803,5.99032
1804,1.70991
1805,8.63983
1806,7.39196
1807,9.23254
1808,7.13737
1809,5.53139
1810,8.11363
1811,4.22626
1812,4.9204
1813,4.205
1814,3.93452
1815,9.49039
1816,5.55787
1817,5.56747
1818,4.40685
1819,3.94919
1820,3.07847
1821,9.54227
1822,7.59299
1823,5.32916
1824,6.3777
1825,8.54769
1826,4.32954
1827,3.53902
1828,5.29516
1829,5.14184
1830,8.47801
1831,9.05029
1832,8.73104
1833,7.24876
1834,5.75128
1835,2.57198
1836,9.38172
1837,8.6877
1838,5.73503
1839,7.78745
1840,9.09218
1841,3.74063
1842,6.16402
1843,9.63142
1844,3.01066
1845,2.35111
1846,9.54337
1847,8.88319
1848,1.39327
1849,6.22027
1850,6.80987
1851,7.45175
1852,6.5464
1853,6.06253
1854,6.46752
1855,6.57695
1856,1.83065
1857,2.56573
1858,3.5752
1859,9.35122
1860,5.20316
1861,6.52291
1862,9.71578
1863,1.9039
1864,2.73252
1865,3.53244
1866,9.27189
1867,7.46218
1868,2.17499
1869,1.63868
1870,2.52962
1871,9.24036
1872,4.78961
1873,8.82765
1874,8.61956
1875,9.69821
